CommonName,Type,MAP,NFFD,NPP,PPT_sm,RH,SHM,TD,Wetness,Landcover
Columbia Spotted Frog,0,836.0731812,139.6589966,4432,155.8324432,60.79842758,52.54365158,23.44817543,3.441405535,1
Columbia Spotted Frog,0,733.1553955,117.9875565,3960,163.588089,62.26330566,44.58810043,22.04733086,3.943796635,1
Columbia Spotted Frog,0,593.8248901,135.5338593,2546,137.9645844,60.73245621,58.22195816,22.79180908,2.993049622,8
Columbia Spotted Frog,0,655.5430298,133.2304993,2796,142.4486389,63.10594177,52.73003006,22.11972809,3.924307346,8
Columbia Spotted Frog,0,932.911438,139.2130585,3442,163.483017,62.37859344,48.61323166,23.25085449,4.088385105,1
Columbia Spotted Frog,0,938.2752686,132.9046783,4101,167.3648376,62.46966934,45.83369446,22.74667931,2.943139315,1
Columbia Spotted Frog,0,513.2042236,131.8211975,4503,137.938736,51.82135773,65.91968536,24.60305405,9.161488533,14
Columbia Spotted Frog,0,775.59198,138.5352325,3363,155.3025665,59.70943832,53.78539276,23.62366295,5.033770561,8
Columbia Spotted Frog,0,498.0584717,131,3310,134.065979,50.03151321,68.52746582,24.89314079,15.07705879,14
Columbia Spotted Frog,0,538.2848511,136,2137,112.3587494,58.30632782,70.47146606,22.13058662,3.245653868,8
Columbia Spotted Frog,0,632.7677612,131.0321198,3193,132.0338593,60,59.44303513,21.17032623,4.791324615,10
Columbia Spotted Frog,0,408.6208191,137,2850,96.5026474,55.58075333,88.21942139,22.87088394,3.496856928,10
Columbia Spotted Frog,0,664.5153809,132,4613,133.7223663,60.92376709,58.39448166,21.12024307,5.073012829,8
Columbia Spotted Frog,0,862.6247559,119.8200912,3483,167.2441711,63.09729385,42.79675293,20.6340332,3.710459948,1
Columbia Spotted Frog,0,917.3898926,129.85849,4258,200.1565094,65.95999908,35.64275742,20.70288086,2.984885693,1
Columbia Spotted Frog,0,817.3490601,132.7086945,4449,176.2485962,62.01797485,41.77004242,20.33192253,4.547433376,8
Columbia Spotted Frog,0,554.7028198,143.0473022,3290,148.2560577,57.15028381,59.07786942,21.50445557,3.698438644,8
Columbia Spotted Frog,0,568.6299438,138.7933502,4043,149.7600861,56.59947205,57.29023743,21.25166512,5.496474266,8
Columbia Spotted Frog,0,518.8441162,153.9869995,4297,146.2042542,56.20408249,66.10913086,21.97830391,4.233868122,8
Columbia Spotted Frog,0,555.6810303,142.8567657,2837,148.2210388,56.80446625,59.36536026,21.44543076,4.864653111,1
Columbia Spotted Frog,0,934.9396973,134.4343262,4006,191.5878906,64.64775848,36.99902725,20.28594398,4.174741745,1
Western Toad,0,597.2279663,135.3890076,4534,156.9517517,56.02486801,52.2312851,21.46572495,5.56464386,1
Columbia Spotted Frog,0,567.4447021,137.5703125,4320,153.5349579,55.42009735,54.52193832,21.63975143,4.613640785,8
Columbia Spotted Frog,0,856.5866089,134.7393799,4046,181.0002289,62.7555809,40.872509,20.49168587,4.789307594,1
Columbia Spotted Frog,0,541.5043945,145.2839661,4917,194.243576,57.1171608,50.044487,21.36755753,3.839656353,1
Columbia Spotted Frog,0,332.9728699,162.4776154,4454,129.4898834,51.44864273,87.82765961,23.13846779,6.586539268,8
Columbia Spotted Frog,0,778.3233032,131.0711975,4389,116.1270294,56.07161713,69.05471039,22.06155205,8.14109993,1
Columbia Spotted Frog,0,701.3890991,145,3837,139.8690338,57.43639755,64.0256958,23.71703911,5.875144005,1
Columbia Spotted Frog,0,696.4112549,128.6860657,4407,168.3961182,60.09267426,43.77309036,20.67377281,3.475450039,1
Columbia Spotted Frog,0,917.7717896,122,5166,201.6181641,62.36209869,33.57337189,20.65822601,4.304000854,1
Columbia Spotted Frog,0,937.7866211,122.7251282,5249,200.773056,63.28895569,33.28160477,20.38108444,3.980725765,1
Columbia Spotted Frog,0,699.2357178,144.3752136,4007,138.5193329,56.85611725,64.897995,23.71438408,5.330590248,1
Columbia Spotted Frog,0,468.1829224,134.3080597,5303,137.1963959,54.64098358,61.51176071,21.90770912,4.388572693,1
Columbia Spotted Frog,0,652.6361694,130.7275238,4792,166.0579681,59.72243118,45.32976532,20.79381943,3.26527524,1
Columbia Spotted Frog,0,489.5419922,134.3704529,5232,141.4087372,55.14305878,58.58827972,21.76824951,3.275393724,1
Columbia Spotted Frog,0,573.4608765,142.6632538,5779,168.9867401,57.90393448,50.33226013,21.44221306,4.758861542,1
Columbia Spotted Frog,0,431.8752136,139.3921661,3347,135.9496765,53.53706741,68.66937256,22.69887352,9.014550209,8
Columbia Spotted Frog,0,598.8154297,140.2056274,5746,166.6279449,58.7052002,49.36903381,21.20640182,4.040512562,1
Columbia Spotted Frog,0,605.7849731,138.22612,5866,172.6504974,58.12541199,47.29613113,21.28608894,4.015906334,1
Columbia Spotted Frog,0,484.067627,143.019516,3543,150.1617737,56.01585007,60.1371994,22.04191017,5.927796841,8
Columbia Spotted Frog,0,480.368866,153.6829071,4160,146.028183,58.25988007,62.26903152,22.03510475,2.790686131,1
Columbia Spotted Frog,0,500.0377197,139.2621155,5090,150.3340454,55.39728928,58.57109833,22.07079887,5.093773365,17
Columbia Spotted Frog,0,345.1307068,162,3722,124.4041824,53.8490448,83.2866745,22.43110847,4.421576023,1
Columbia Spotted Frog,0,371.8909607,165.1286621,2573,128.2001343,54.66345978,83.58554077,22.53365898,5.38233757,10
Columbia Spotted Frog,0,481.3558044,152.4390869,4659,132.3251801,56.65636826,64.74687195,21.95100021,3.770359039,1
Western Toad,0,1264.964111,151.2648621,4498,196.232193,64.68173218,39.35562897,20.36591339,3.335819006,1
Columbia Spotted Frog,0,1014.206055,136.2915802,4859,157.916153,56.55723953,52.23055649,21.150383,6.741662979,8
Columbia Spotted Frog,0,996.3695679,140.5216675,5599,130.6223755,59.13697815,60.46597672,21.62772179,4.040314198,1
Columbia Spotted Frog,0,308.0608826,161,3586,115,51,93.03743744,23,7.825410843,10
Columbia Spotted Frog,0,306.9744873,160.7299042,4372,115.2354965,51,92.63468933,22.9764843,9.404039383,15
Columbia Spotted Frog,0,680.4859619,155.7648773,5407,116.0689468,54.67444611,79.91769409,22.16682625,4.468101025,8
Columbia Spotted Frog,0,665.6082153,158.9307556,3241,115.9140244,54.91396713,80.64826965,22.20999908,7.024521351,8
Columbia Spotted Frog,0,314.8376465,161.9739075,3719,115.2982559,51.9742775,91.86019135,22.9635601,6.127064705,14
Columbia Spotted Frog,0,1111.072754,116.7745514,2960,243.3519897,62.66787338,26.90897751,19.86463547,2.796759605,1
Columbia Spotted Frog,0,395.8780823,156.8426514,3043,127.4817047,54.48170471,78.22468567,23.45323944,3.724568844,1
Columbia Spotted Frog,0,443.7059631,152.4384003,4659,130.03302,54.90143967,70.87941742,23.22902107,6.634383202,1
Columbia Spotted Frog,0,1100.320313,112.8042679,4273,241.9556427,60.95064545,27.05814743,19.89814758,2.607779264,1
Columbia Spotted Frog,0,584.1364136,147.9851379,4463,149.4304047,60.16761017,53.40575027,21.21683884,3.900722265,1
Columbia Spotted Frog,0,1014.892273,102.8056564,1581,185.5975342,64.72783661,33.09692764,20.20689964,4.305697441,10
Columbia Spotted Frog,0,587.3939819,135.6415863,4403,142.2807465,60,57.52480698,21.52787209,5.889473438,1
Columbia Spotted Frog,0,569.9796143,140.8271637,3298,141.393631,60.03725815,58.8865509,21.57357788,6.050272942,1
Columbia Spotted Frog,0,524.5553589,142.6340027,2915,103.4962158,58.86101913,76.35086823,22.15458107,2.596316814,8
Columbia Spotted Frog,0,460.3109436,143.7254791,2931,95.65673828,57.39848328,84.39151001,22.3536377,5.106985092,8
Columbia Spotted Frog,0,515.2474365,141.7164154,3118,100.6345825,58.13193893,78.51111603,22.17362213,4.613115788,8
Columbia Spotted Frog,0,418.1456604,146.9975739,2309,91.30628204,56.86149979,90.45788574,22.53839493,3.417521,10
Columbia Spotted Frog,0,596.1699219,127.5506897,3384,128.4435425,58.37455368,60.57962036,21.07755089,5.974935055,1
Columbia Spotted Frog,0,632.6047974,128.8554993,3949,133.8341217,59.62558746,57.09940338,20.92726326,5.327337265,10
Columbia Spotted Frog,0,577.4899902,126.350769,3549,125.1136627,58.05565262,62.53033066,21.26198196,4.442972183,10
Columbia Spotted Frog,0,577.4899902,126.350769,4816,125.1136627,58.05565262,62.53033066,21.26198196,3.847899199,1
Columbia Spotted Frog,0,632.6047974,128.8554993,5073,133.8341217,59.62558746,57.09940338,20.92726326,4.084337234,1
Western Toad,0,593.9334106,124.6548004,3617,126.4716568,58.55368805,60.71047974,21.15266609,3.656094074,10
Columbia Spotted Frog,0,580.6610718,128.5525055,4924,125.6725464,58.17811203,62.54788589,21.29795265,6.726753712,1
Columbia Spotted Frog,0,659.8552856,129.0070648,2483,135.538559,61.00310135,55.46091843,20.92689323,2.756320238,1
Columbia Spotted Frog,0,1029.758057,124.8194809,2842,223.4020233,61.18052292,31.8064785,20.22666168,2.754926443,8
Columbia Spotted Frog,0,1003.67926,125,4583,217.2177734,61,33.01942825,20.29427528,2.95287466,8
Columbia Spotted Frog,0,663.3720093,137.0048065,5669,141.4209442,57.84537125,59.09440994,22.03797531,5.038689613,1
Columbia Spotted Frog,0,760.743042,130.6024933,5201,162.9931488,57.5987587,49.61244965,21.51359558,4.829641819,1
Columbia Spotted Frog,0,489.1583557,141.2410126,5245,109.8277359,56.25656891,81.10300446,23.34856224,5.557893276,1
Columbia Spotted Frog,0,527.0327759,140.4213562,5174,117.1262817,56.5014801,74.91861725,23.24183464,7.428393841,1
Columbia Spotted Frog,0,487.4033508,140.0538177,3412,110.566185,55.52691269,79.78070068,23.18585968,9.050858498,8
Columbia Spotted Frog,0,517.8654785,141.2799072,4909,113.628212,56.54695511,77.58878326,23.18019485,5.923921585,1
Columbia Spotted Frog,0,1013.197021,126.7976685,5204,220.0471039,61.86775208,32.53968048,20.31820869,4.247056484,1
Columbia Spotted Frog,0,1045.615356,127.8341675,4311,226.7450867,63.22050476,30.97075272,20.17499161,3.96971035,8
Columbia Spotted Frog,0,912.6766357,127.6255112,4991,192.7426453,60.37438583,38.51536942,20.66316986,5.172667027,8
Columbia Spotted Frog,0,1048.838867,124.6859665,1750,155.7931061,65.47024536,41.29710007,20.95763206,3.070480347,16
Columbia Spotted Frog,0,1156.686279,125.8177185,2196,162.6123047,66.9041748,37.34098434,20.79999924,2.649528503,1
Columbia Spotted Frog,0,978.6182251,125.7119522,4582,145.5589142,63.15956497,45.27033234,21.03357124,2.327961683,1
Columbia Spotted Frog,0,491.7721252,149.4149017,5275,124.1243057,51,78.25125885,22.39999962,10.52993679,1
Columbia Spotted Frog,0,501.993042,147.9070587,4854,124.6173782,50.90705872,77.79109192,22.4196701,6.161885738,14
Columbia Spotted Frog,0,506.6232605,152.5237579,4024,125.3718719,51.91532135,79.01740265,22.59169006,8.945857048,1
Columbia Spotted Frog,0,438.2735596,146.2785034,4925,119.5852203,49.27835846,84.48482513,22.84135246,3.564612865,1
Columbia Spotted Frog,0,618.1188354,155.4520874,5016,126.2351303,52.23510361,80.6259079,22.67649078,10.23693371,1
Columbia Spotted Frog,0,923.3931274,178.6061859,4222,143.6017151,68.80067444,59.68880844,20.93986893,3.500509739,1
Columbia Spotted Frog,0,1379.981567,164.8235474,4125,166.7847595,62.14599991,48.85645294,21.39669609,3.521874666,1
Columbia Spotted Frog,0,639.3522949,205.0566101,5328,103.4385147,58.73460007,104.4293747,22.03199005,3.837465286,1
Columbia Spotted Frog,0,406.2120056,185.5842133,5334,107.9623947,58,104.8985977,22.51532555,8.407264709,14
Columbia Spotted Frog,0,584.9123535,178.6339874,4952,120.0596085,59,84.81236267,22.34699631,7.864409447,14
Columbia Spotted Frog,0,541.4081421,155,4742,124.4826355,51,86.21704102,22.97589874,8.688361168,1
Columbia Spotted Frog,0,660.2026978,161.582016,5544,136.4907837,55.13428879,71.57128143,22.32680511,2.696062326,1
Columbia Spotted Frog,0,710.7858276,134.4612122,5565,127.5517273,56.64786148,61.00933838,21.02260399,4.536653519,1
Columbia Spotted Frog,0,664.5112915,135.7245636,5405,122.327301,56.04510117,64.78835297,21.26342201,6.44568491,1
Columbia Spotted Frog,0,711.121582,136.6394653,5751,127.5208359,58.16022873,60.65758133,21.05134773,3.728251219,1
Columbia Spotted Frog,0,868.7850952,172.1948547,4546,153.4077454,62.19338989,58.93967056,21.68066597,3.408515453,1
Columbia Spotted Frog,0,794.1864624,159.7477417,5342,136.8733673,54.03097916,70.66292572,22.4096508,5.644593239,1
Columbia Spotted Frog,0,1104.469971,146.5014038,5485,198.1448975,60.86328125,42.04873657,20.82838249,3.154790163,1
Columbia Spotted Frog,0,772.3527832,168.218277,5453,131.8858185,56.72463608,74.99800873,22.3280983,4.855491638,1
Columbia Spotted Frog,0,678.3702393,197.9962158,5375,105.0444717,60.77597046,98.40905762,21.8325882,6.265200615,16
Columbia Spotted Frog,0,1434.553467,179.7942047,4458,162.3826599,73.73478699,47.5199852,20.37156677,5.342293739,1
Columbia Spotted Frog,0,1472.244019,179.7118683,4641,167.4819336,75.81188965,44.71174622,20.19525146,3.051463842,1
Columbia Spotted Frog,0,1328.102051,177.756546,4725,149.1802368,68.45862579,53.23135376,20.69180107,3.413635492,1
Columbia Spotted Frog,0,2087.115967,159.5948792,4811,220.6269989,68.80259705,33.41410828,19.85972404,2.261018753,1
Columbia Spotted Frog,0,1221.663208,170.0907593,4191,159.4862823,61.45590591,54.160923,21.73274994,3.407607555,10
Columbia Spotted Frog,0,851.9729614,167.0249329,4869,155.5307159,59.63674164,59.49475098,21.76904106,3.203448772,1
Columbia Spotted Frog,0,652.1195068,157.6783752,5502,109.2878036,56,84.78013611,21.35003662,7.674018383,8
Columbia Spotted Frog,0,796.8734741,160,5321,123.4517899,58.14151764,73.18151093,20.88199234,6.848977089,1
Columbia Spotted Frog,0,1136.211304,165.2829132,4958,153.6838531,59.39413071,56.36830521,21.61614418,6.455086231,1
Columbia Spotted Frog,0,1624.741943,132.2177582,5030,259.7797546,66.16967773,26.79488373,20.39191628,2.449717522,1
Columbia Spotted Frog,0,1730.564453,144.950058,4404,184.7967834,61.58407211,37.44221497,20.60645294,3.295115709,1
Columbia Spotted Frog,0,1819.322021,138.8132324,4073,188.5737915,61.20388794,34.84931946,20.47960281,4.096875668,1
Columbia Spotted Frog,0,1344.671753,133.8550415,5455,220.7703857,62.75954819,33.65310287,20.52404976,2.408821821,8
Columbia Spotted Frog,0,651.763916,150.0991211,5481,140.5547791,54.90105057,69.75861359,21.76679802,4.172454834,1
Columbia Spotted Frog,0,1975.100586,148.982132,3730,208.2080688,68.24110413,32.65922165,19.94441032,2.476882935,1
Columbia Spotted Frog,0,1365.105347,160.945816,4817,165.596817,61.90774918,49.74111176,21.07516861,2.669683933,1
Columbia Spotted Frog,0,1282.623779,160.3284149,5142,160.5368042,60.72697067,52.29956055,21.13293266,2.640800476,1
Columbia Spotted Frog,0,540.899353,186.6490631,5682,123.3109283,58,87.51366425,22.10000038,6.238726139,14
Columbia Spotted Frog,0,527.7056885,182.4802551,5626,120.9669876,57,90.18933105,22.29999924,8.893889427,1
Columbia Spotted Frog,0,532.9083862,181.5531158,5321,120.4299011,57,90.37265778,22.30125999,8.13800621,1
Columbia Spotted Frog,0,881.5130615,193.9687042,5810,162.6073456,63.46733093,62.45892334,21.67140388,6.193719864,1
Columbia Spotted Frog,0,676.3639526,198.5278625,5583,140.5988922,61,75.74007416,21.90598106,15.5128994,1
Columbia Spotted Frog,0,722.2210083,190.8458252,5300,140.3889771,60.04228973,74.32450867,22.01077843,5.133325577,1
Columbia Spotted Frog,0,762.2169189,195.7681732,5582,147.500473,61.84428024,70.15189362,21.81557846,6.166244984,1
Columbia Spotted Frog,0,734.0808716,139.7969818,3399,142.4396973,55.17604446,58.34268188,21.15566063,7.254014969,8
Columbia Spotted Frog,0,1448.983032,143.2999725,2046,180.460434,63.30233383,39.27764511,20.62285423,3.527565241,16
Columbia Spotted Frog,0,1057.87793,143.7587128,3570,153.894165,60.99799728,51.35756302,20.97607231,3.982266426,1
Columbia Spotted Frog,0,1086.884644,142.9334412,3315,155.3907318,61.14330292,50.15383148,20.90600777,3.043343067,1
Columbia Spotted Frog,0,1683.427856,153.683609,3485,191.4082642,66.28749084,39.20597076,20.54226112,2.853722811,1
Columbia Spotted Frog,0,1131.023438,139.5732727,4926,157.5568542,58.96578598,48.97591782,20.95345306,4.769436359,8
Columbia Spotted Frog,0,1539.870361,154.6846771,3886,191.1831207,65.02429199,40.56574249,20.72908211,4.766162872,1
Columbia Spotted Frog,0,1005.169861,147.9087067,4291,147.9927979,59.70676041,54.42818451,21.22755241,3.016741514,8
Columbia Spotted Frog,0,1506.453735,157.4223785,3625,201.4842682,68.14359283,38.41498184,20.51450348,4.364807606,1
Columbia Spotted Frog,0,1552.336914,156.6434326,4465,200.0281982,67.58045959,38.06816483,20.46225739,4.757374287,1
Columbia Spotted Frog,0,1585.858521,155.466568,3110,199.9477081,66.62574768,37.95849609,20.53739548,3.991262913,1
Columbia Spotted Frog,0,1386.617065,155.1497345,4194,166.5198975,60.35243607,48.39398575,20.94199753,4.27375412,18
Columbia Spotted Frog,0,828.6636353,198.5721893,5739,119.4125748,60.03106308,87.08228302,21.43761063,7.103491306,1
Columbia Spotted Frog,0,748.4176025,186.504364,5345,112.3780975,57.63847733,87.22190094,21.98659325,7.13959837,1
Columbia Spotted Frog,0,796.4676514,193.3886108,4913,118.9237366,60.42600632,82.11551666,21.70929909,4.085094452,1
Columbia Spotted Frog,0,662.2463379,176.5037537,5185,112.6857758,57.25740814,88.87325287,21.7753849,3.705538988,1
Columbia Spotted Frog,0,701.8621826,196.1414337,5555,108.6463318,59.4703331,93.36833954,21.75549507,3.645911455,1
Columbia Spotted Frog,0,1339.134766,180.1651154,4116,197.2315826,72.27754974,41.32969284,20.38107491,4.032036304,1
Columbia Spotted Frog,0,624.0365601,178.1251526,5344,101.4878006,56.61460495,97.87239075,21.91253281,6.413210392,1
Columbia Spotted Frog,0,604.2522583,179.5527649,5531,99.94830322,56.15048218,100.5897598,22.02012062,12.87277699,1
Columbia Spotted Frog,0,458.5668945,174.3032532,5231,96.20580292,54.48106766,108.2779541,22.01429749,10.50943565,14
Columbia Spotted Frog,0,529.2322388,154.398941,5666,102.8290863,54.22065735,86.41727448,21.99789047,4.875219345,1
Columbia Spotted Frog,0,616.6312256,176.0054932,5519,98.52843475,56.75608826,99.79969788,21.62439919,9.490019798,8
Columbia Spotted Frog,0,701.6107178,154.6945648,5515,109.6224518,59.27896118,73.15109253,20.47129631,3.815536499,1
Columbia Spotted Frog,0,1068.234619,163.4368591,5432,160.4470978,61.66319275,52.30813599,20.84505844,3.583203077,1
Columbia Spotted Frog,0,1277.029419,157.5354767,4559,207.4163971,68.25337982,38.22135925,20.39193916,3.156863689,8
Columbia Spotted Frog,0,757.4080811,197.1706848,5845,145.1436005,60.99568939,72.30001068,21.90044022,5.269565105,1
Columbia Spotted Frog,0,746.8984985,196.7609863,5780,143.2191162,60.76543427,73.3815155,21.92346382,2.909322739,1
Columbia Spotted Frog,0,1670.675415,172.3187866,3953,265.9397888,70,31.57802582,20.60000038,2.975480556,1
Columbia Spotted Frog,0,725.0578613,141.9112244,3920,163.4270782,58.81632996,50.10765076,20.71392059,4.919764042,8
Columbia Spotted Frog,0,693.0335693,142.6858063,4746,161.3127899,58.02449799,52.10520172,20.87464523,3.900192499,1
Columbia Spotted Frog,0,691.2461548,181.8894196,5849,131.8241882,59.60243988,76.6831665,21.96846581,5.349905014,1
Columbia Spotted Frog,0,639.1870728,180.9210205,5203,127.7641449,58.6055069,80.7075882,22.0710125,5.46955061,1
Columbia Spotted Frog,0,1377.393066,124.2695694,1911,203.7375793,66.31028748,32.13193512,19.35681534,2.772491693,16
Western Toad,0,1348.72998,127.1156693,2696,204.6646118,65.15354919,33.11225128,19.54587555,2.703805685,10
Columbia Spotted Frog,0,1776.979492,148.7549896,3981,267.0046387,71.10932922,26.26992226,19.90852165,3.291190147,1
Columbia Spotted Frog,0,731.0722656,148.3876495,5514,166.2967529,57.75796127,52.88456345,20.50484848,3.823429108,1
Columbia Spotted Frog,0,590.1899414,144.9797516,4696,155.5971069,54.26602173,58.65102768,20.59946251,7.220197678,1
Columbia Spotted Frog,0,1076.406494,137.920166,5512,156.3436737,58.43877029,47.79958725,20.67898178,2.332189322,1
Columbia Spotted Frog,0,869.8395386,140.0613708,5295,146.600647,55.89950562,54.61871719,20.76825523,2.601831675,1
Columbia Spotted Frog,0,798.5233765,142.1965179,5472,141.0945282,54.48666382,58.54816437,20.89999962,10.8777647,1
Columbia Spotted Frog,0,775.3406372,141.1103973,5397,139.6321411,54.37442017,58.93576813,20.89999962,4.146701813,1
Columbia Spotted Frog,0,1033.878784,144.8644104,5367,160.9767456,56.50160217,50.81809235,20.99306107,2.509504557,1
Columbia Spotted Frog,0,511.9454956,140,5021,100.7579651,57,80.86322784,22.04216576,6.389415264,1
Columbia Spotted Frog,0,413.2307129,133.2362061,5117,93.50887299,52.72698975,91.58289337,22.63839149,6.491268635,14
Columbia Spotted Frog,0,446.6451111,136.2681427,4054,95.70820618,54.54337692,87.85939026,22.48303986,3.940979004,10
Columbia Spotted Frog,0,299.5340271,161,2761,113.7670135,51.28176498,97.12608337,23,10.47360897,18
Columbia Spotted Frog,0,864.5411987,173.3721619,5199,154.352356,60.56185913,61.14870071,21.16834259,8.581401825,1
Columbia Spotted Frog,0,305.0967102,161.6980133,2884,114.9105682,51,95.28473663,23,9.964118958,15
Columbia Spotted Frog,0,301.9527893,161.2433472,2894,114,51.24324036,96.37432861,23,10.28513622,8
Columbia Spotted Frog,0,1368.240356,155.698761,5959,215.3833923,65.2164917,37.77217865,20.65025139,2.591685057,1
Columbia Spotted Frog,0,1466.255859,161.1610718,4052,227.2994537,68.80423737,35.01853943,20.41958427,3.082136869,1
Columbia Spotted Frog,0,306.9953613,162.6651154,2347,115.665123,51.79798126,95.99278259,23,6.87812233,10
Columbia Spotted Frog,0,548.1607666,141.9572144,3009,118.8879852,62,67.62575531,21.71473503,3.422590494,1
Columbia Spotted Frog,0,280.4667053,150.8023682,1521,76.7191391,54,115.7100754,22.98750877,5.534708023,10
Columbia Spotted Frog,0,336.4492493,149.5641479,1969,82.36987305,55.49641037,104.7946167,22.77823257,3.872439861,10
Columbia Spotted Frog,0,289.1981812,155,1980,80.34616852,55.65614319,108.9709396,23.02044487,4.395176411,10
Columbia Spotted Frog,0,433.2122498,155.6018982,5122,126.3445435,54.02645874,77.24092865,21.87090302,7.587235928,17
Columbia Spotted Frog,0,343.7828064,150.2088623,2957,107.184227,48.2088356,98.3884201,23.74414444,4.387525558,10
Columbia Spotted Frog,0,488.8840027,156.5953979,3025,132.8084564,55.40452194,72.12148285,21.75954437,6.483045101,15
Columbia Spotted Frog,0,468.9676819,150.1215057,3730,124.1832428,51.07767868,79.74899292,22.54068947,5.827665806,10
Columbia Spotted Frog,0,615.9762573,140.5141296,3033,107.2473602,59.57657623,70.73331451,22.07350922,3.881590605,1
Columbia Spotted Frog,0,290.6448364,166.4002838,2310,104.3404846,53.76492691,102.4182968,23.45997047,5.158362865,14
Columbia Spotted Frog,0,526.2659302,125.5751114,2019,143.056778,57.16176605,56.37262344,22.10931778,3.970578432,8
Columbia Spotted Frog,0,716.3148804,138.5992889,4417,145.2769165,61.29218674,55.58499146,23.19367027,2.404959202,1
Columbia Spotted Frog,0,777.5083008,138.5181427,3236,149.322876,63.46788788,52.28277588,22.86776161,2.90307641,1
Columbia Spotted Frog,0,401.2344666,143.4415436,1540,115.5285873,57.44137573,77.17932129,23.14314461,2.924530506,8
Columbia Spotted Frog,0,444.3128357,146.9315033,1839,119.7158203,61.2676506,71.38587952,22.52347374,3.261215448,8
Columbia Spotted Frog,0,494.6417236,133.3315887,2144,125.3725815,52.78967285,72.09792328,24.72102928,6.572839737,14
Columbia Spotted Frog,0,505.6117249,124.6340027,2474,132.785675,56.43255615,60.00823975,22.12031174,2.443960667,8
Columbia Spotted Frog,0,544.1419678,123.5667267,2074,141.795166,57.90310287,54.4947319,21.99640846,4.148168087,8
Columbia Spotted Frog,0,843.8710327,139.5674133,3083,160.9355164,62.50173569,49.35420227,23.09660149,3.275039196,8
Columbia Spotted Frog,0,783.4735107,138.4004211,3446,157.1826477,61.49879074,51.53903198,23.27178383,4.026725292,10
Columbia Spotted Frog,0,911.3950806,128.7620544,3689,173.1607208,61.86215973,42.77293015,22.64082718,2.85973835,10
Columbia Spotted Frog,0,1008.080139,132.3601379,2399,181.5267334,65.75834656,39.53762817,22.31433868,2.439152002,1
Columbia Spotted Frog,0,949.7407837,130.9368896,4295,178.0437012,63.62147141,41.48423767,22.52554703,3.127910137,1
Columbia Spotted Frog,0,566.1478271,170.9304352,5717,145.0834656,57.99081802,70.94649506,21.96155548,4.304872513,1
Western Toad,0,909.6513062,195.2621918,5503,119.6842804,60.22615051,83.01167297,21.1746521,2.65891242,1
Columbia Spotted Frog,0,720.3753052,183.7607269,5807,161.0345306,60.38930511,66.80155945,21.73744965,6.261809826,1
Columbia Spotted Frog,0,1447.783936,183,4734,170.6849365,72.37368774,47.05636597,20.56920052,2.978419781,1
Columbia Spotted Frog,0,752.0202637,152.04599,5548,119.9808807,55.08020782,76.41938019,21.69002724,5.880726337,1
Columbia Spotted Frog,0,1707.685913,159.1473389,4334,188.6585388,64.86432648,41.21919632,20.30425644,4.278316498,8
Columbia Spotted Frog,0,1564.435181,167.5650177,5528,181.3425293,64.67519379,45.49201584,20.76643372,5.819868088,1
Columbia Spotted Frog,0,1877.362305,157.4354858,4501,205.0890961,67.7564621,35.74403381,19.75645638,2.79494381,8
Columbia Spotted Frog,0,1671.268677,157.6770935,5318,201.5705719,65.29013824,38.83037949,20.31295776,3.074965715,1
Columbia Spotted Frog,0,671.1322632,174.4557648,5126,118.1393585,57.63822937,83.04706573,22.26469231,4.143368244,1
Columbia Spotted Frog,0,1439.112061,184.920578,3736,157.6322479,71.25976563,50.94793701,20.37202644,2.766671181,8
Columbia Spotted Frog,0,678.8031006,164.3789673,5551,132.4069061,54.63790131,75.85437775,22.41422462,7.772562027,1
Columbia Spotted Frog,0,381.9450989,196.032074,NA,104.797699,57,108.8696518,23.21017456,6.13862133,17
Columbia Spotted Frog,0,555.3240967,154.8310547,3761,135.4229584,58.34217834,67.39588928,21.62886238,4.312578678,8
Columbia Spotted Frog,0,649.3067017,153,4803,144.9797516,57.45028305,62.28298187,22.08313751,2.556414604,1
Columbia Spotted Frog,0,686.7512207,144.4962311,4882,154.2147217,57.35893631,56.12630081,21.81373215,3.573689938,1
Columbia Spotted Frog,0,495.5655518,143.2062378,5476,126.263443,56.32120895,70.51493835,22.67696762,7.444004059,1
Columbia Spotted Frog,0,531.9352417,142.8966522,5688,132.2138824,57,65.98474121,22.47550201,3.994747162,1
Columbia Spotted Frog,0,600.68396,176.2311249,4888,121.8447876,59.08224869,81.54629517,22.1980381,5.785768509,1
Columbia Spotted Frog,0,974.9680176,166.1131439,4717,145.8314514,57.79010773,62.57969666,21.85324478,3.363856554,14
Columbia Spotted Frog,0,1041.607178,167.4360809,5059,148.2708893,58.47716522,60.28264618,21.74157333,5.909569263,1
Columbia Spotted Frog,0,602.4066162,139.8280792,5591,130.4197693,58,64.62918854,22.47372627,4.876673698,1
Columbia Spotted Frog,0,825.7857666,172.725296,5152,117.5383682,59.24632263,76.64880371,20.85936546,4.832971096,1
Columbia Spotted Frog,0,511.574646,143.5824738,5227,127.1781311,57.30032349,69.370224,22.52992058,4.303324223,1
Columbia Spotted Frog,0,712.0777588,163.9705048,4831,165.3951111,62.24181747,59.70737839,21.81959724,3.419805765,1
Columbia Spotted Frog,0,656.4880981,137.1381531,5658,150.7010956,57.43092728,53.43917084,21.23646164,2.920351028,1
